"Holiday (0=No, 1=Yes)",Temperature (K),Rainfall per hour,Snowfall per hour,Clouds,Hour,Traffic Volume per hour,Weather,Weather description,Date_Time,
0,278.65,0,0,5,7,7084,Clear,sky is clear,2016/4/13 7:00,
0,281.12,0,0,1,8,6150,Clear,sky is clear,2016/4/13 8:00,
0,283.86,0,0,5,9,5483,Clear,sky is clear,2016/4/13 9:00,
0,285.51,0,0,1,10,4354,Clear,sky is clear,2016/4/13 10:00,
0,287.29,0,0,1,11,4515,Clear,sky is clear,2016/4/13 11:00,
0,288.86,0,0,5,13,5296,Clear,sky is clear,2016/4/13 13:00,
0,291.02,0,0,5,15,6147,Clear,sky is clear,2016/4/13 15:00,
0,293.2,0,0,5,17,6764,Clear,sky is clear,2016/4/13 17:00,
0,293.54,0,0,1,19,3540,Clear,sky is clear,2016/4/13 19:00,
0,289.09,0,0,1,20,3257,Clear,sky is clear,2016/4/13 20:00,
0,286.41,0,0,1,22,1993,Clear,sky is clear,2016/4/13 22:00,
0,285.87,0,0,1,23,1106,Clear,sky is clear,2016/4/13 23:00,
0,285.21,0,0,1,0,648,Clear,sky is clear,2016/4/14 0:00,
0,284.29,0,0,1,1,398,Clear,sky is clear,2016/4/14 1:00,
0,283.86,0,0,1,3,360,Clear,sky is clear,2016/4/14 3:00,
0,283.47,0,0,1,4,864,Clear,sky is clear,2016/4/14 4:00,
0,283.36,0,0,1,5,2836,Clear,sky is clear,2016/4/14 5:00,
0,283.22,0,0,1,6,6052,Clear,sky is clear,2016/4/14 6:00,
0,283.43,0,0,1,7,6876,Clear,sky is clear,2016/4/14 7:00,
0,285.79,0,0,40,8,6171,Clouds,scattered clouds,2016/4/14 8:00,
0,287.47,0,0,40,9,5407,Clouds,scattered clouds,2016/4/14 9:00,
0,290.19,0,0,40,10,5032,Clouds,scattered clouds,2016/4/14 10:00,
0,291.3,0,0,40,11,5267,Clouds,scattered clouds,2016/4/14 11:00,
0,293.08,0,0,20,12,5324,Clouds,few clouds,2016/4/14 12:00,
0,295.58,0,0,1,13,5334,Clear,sky is clear,2016/4/14 13:00,
0,296.57,0,0,1,14,5672,Clear,sky is clear,2016/4/14 14:00,
0,296.92,0,0,1,15,6140,Haze,haze,2016/4/14 15:00,
0,297.7,0,0,1,16,6991,Clear,sky is clear,2016/4/14 16:00,
0,297.48,0,0,1,18,4686,Clear,sky is clear,2016/4/14 18:00,
0,294.78,0,0,1,19,3777,Clear,sky is clear,2016/4/14 19:00,
0,293.66,0,0,1,20,3595,Clear,sky is clear,2016/4/14 20:00,
0,291.43,0,0,1,21,3059,Clear,sky is clear,2016/4/14 21:00,
0,290.45,0,0,1,22,2424,Clear,sky is clear,2016/4/14 22:00,
0,288.93,0,0,1,23,1348,Clear,sky is clear,2016/4/14 23:00,
0,287.65,0,0,1,0,798,Clear,sky is clear,2016/4/15 0:00,
0,286.65,0,0,1,1,451,Clear,sky is clear,2016/4/15 1:00,
0,285.79,0,0,1,2,323,Clear,sky is clear,2016/4/15 2:00,
0,284.92,0,0,1,3,349,Clear,sky is clear,2016/4/15 3:00,
0,284.29,0,0,1,4,826,Clear,sky is clear,2016/4/15 4:00,
0,283.86,0,0,1,5,2586,Clear,sky is clear,2016/4/15 5:00,
0,283.38,0,0,1,6,5731,Clear,sky is clear,2016/4/15 6:00,
0,283.57,0,0,1,7,6806,Clear,sky is clear,2016/4/15 7:00,
0,287.97,0,0,1,9,5278,Clear,sky is clear,2016/4/15 9:00,
0,290.08,0,0,1,10,5101,Clear,sky is clear,2016/4/15 10:00,
0,292.88,0,0,40,11,5440,Clouds,scattered clouds,2016/4/15 11:00,
0,294.88,0,0,40,12,5816,Clouds,scattered clouds,2016/4/15 12:00,
0,296.08,0,0,1,14,5832,Clear,sky is clear,2016/4/15 14:00,
0,297.51,0,0,1,15,6318,Clear,sky is clear,2016/4/15 15:00,
0,297.54,0,0,1,16,5916,Clear,sky is clear,2016/4/15 16:00,
0,296.86,0,0,1,17,5886,Clear,sky is clear,2016/4/15 17:00,
0,295.02,0,0,75,19,4033,Clouds,broken clouds,2016/4/15 19:00,
0,294.48,0,0,1,20,3412,Clear,sky is clear,2016/4/15 20:00,
0,292.93,0,0,1,21,3258,Clear,sky is clear,2016/4/15 21:00,
0,292.21,0,0,1,22,3127,Clear,sky is clear,2016/4/15 22:00,
0,291.15,0,0,1,23,1865,Clear,sky is clear,2016/4/15 23:00,
0,290.4,0,0,1,0,1336,Clear,sky is clear,2016/4/16 0:00,
0,290.36,0,0,1,1,788,Clear,sky is clear,2016/4/16 1:00,
0,289.51,0,0,1,2,638,Clear,sky is clear,2016/4/16 2:00,
0,289.01,0,0,1,3,405,Clear,sky is clear,2016/4/16 3:00,
0,288.72,0,0,1,4,413,Clear,sky is clear,2016/4/16 4:00,
0,288.21,0,0,1,5,745,Clear,sky is clear,2016/4/16 5:00,
0,287.55,0,0,75,6,1442,Clouds,broken clouds,2016/4/16 6:00,
0,288.01,0,0,90,7,2202,Clouds,overcast clouds,2016/4/16 7:00,
0,288.94,0,0,90,8,3475,Clouds,overcast clouds,2016/4/16 8:00,
0,291.43,0,0,40,9,4321,Clouds,scattered clouds,2016/4/16 9:00,
0,293.15,0,0,1,10,4595,Clear,sky is clear,2016/4/16 10:00,
0,296.03,0,0,40,11,5146,Clouds,scattered clouds,2016/4/16 11:00,
0,296.61,0,0,75,12,5371,Clouds,broken clouds,2016/4/16 12:00,
0,298.01,0,0,40,13,4807,Clouds,scattered clouds,2016/4/16 13:00,
0,298.24,0,0,75,14,4823,Clouds,broken clouds,2016/4/16 14:00,
0,298.85,0,0,40,16,4590,Clouds,scattered clouds,2016/4/16 16:00,
0,299.01,0,0,75,17,4552,Clouds,broken clouds,2016/4/16 17:00,
0,298.78,0,0,75,18,4059,Clouds,broken clouds,2016/4/16 18:00,
0,297.22,0,0,75,20,3261,Clouds,broken clouds,2016/4/16 20:00,
0,293.72,0,0,1,21,3231,Clear,sky is clear,2016/4/16 21:00,
0,293.07,0,0,90,22,3487,Clouds,overcast clouds,2016/4/16 22:00,
0,292.87,0,0,40,23,2511,Clouds,scattered clouds,2016/4/16 23:00,
0,292.29,0,0,40,0,1388,Clouds,scattered clouds,2016/4/17 0:00,
0,291.22,0,0,1,1,830,Clear,sky is clear,2016/4/17 1:00,
0,290.44,0,0,1,2,648,Clear,sky is clear,2016/4/17 2:00,
0,289.93,0,0,1,3,395,Clear,sky is clear,2016/4/17 3:00,
0,289.33,0,0,1,4,390,Clear,sky is clear,2016/4/17 4:00,
0,288.86,0,0,1,5,629,Clear,sky is clear,2016/4/17 5:00,
0,288.03,0,0,20,6,1180,Clouds,few clouds,2016/4/17 6:00,
0,288.72,0,0,1,7,1734,Clear,sky is clear,2016/4/17 7:00,
0,291.22,0,0,1,8,2116,Clear,sky is clear,2016/4/17 8:00,
0,292.51,0,0,1,9,3117,Clear,sky is clear,2016/4/17 9:00,
0,294.62,0,0,40,10,3847,Clouds,scattered clouds,2016/4/17 10:00,
0,296.08,0,0,40,12,4724,Clouds,scattered clouds,2016/4/17 12:00,
0,297.94,0,0,75,13,4722,Clouds,broken clouds,2016/4/17 13:00,
0,298.28,0,0,90,14,4661,Clouds,overcast clouds,2016/4/17 14:00,
0,299.15,0,0,90,16,4671,Clouds,overcast clouds,2016/4/17 16:00,
0,298.65,0,0,75,17,4426,Clouds,broken clouds,2016/4/17 17:00,
0,296.69,0,0,40,20,3125,Clouds,scattered clouds,2016/4/17 20:00,
0,293.8,0,0,1,21,2569,Clear,sky is clear,2016/4/17 21:00,
0,293.05,0,0,40,22,1801,Clouds,scattered clouds,2016/4/17 22:00,
0,292.29,0,0,40,23,1036,Clouds,scattered clouds,2016/4/17 23:00,
0,291.68,0,0,40,0,588,Clouds,scattered clouds,2016/4/18 0:00,
0,291.37,0,0,40,1,370,Clouds,scattered clouds,2016/4/18 1:00,
0,291.36,0,0,40,2,310,Clouds,scattered clouds,2016/4/18 2:00,
0,290.94,0,0,1,3,299,Clear,sky is clear,2016/4/18 3:00,
0,289.47,0,0,40,4,840,Clouds,scattered clouds,2016/4/18 4:00,
0,288.29,0,0,1,5,2687,Clear,sky is clear,2016/4/18 5:00,
0,286.86,0,0,40,6,5872,Clouds,scattered clouds,2016/4/18 6:00,
0,287.82,0,0,90,7,6901,Clouds,overcast clouds,2016/4/18 7:00,
0,289.44,0,0,1,8,6328,Clear,sky is clear,2016/4/18 8:00,
0,292.49,0,0,40,9,5246,Haze,haze,2016/4/18 9:00,
0,294,0,0,1,10,4587,Clear,sky is clear,2016/4/18 10:00,
0,295.36,0,0,40,11,4692,Clouds,scattered clouds,2016/4/18 11:00,
0,296.73,0,0,75,12,4899,Clouds,broken clouds,2016/4/18 12:00,
0,298.01,0,0,40,14,5433,Clouds,scattered clouds,2016/4/18 14:00,
0,297.45,0,0,75,15,5850,Haze,haze,2016/4/18 15:00,
0,296.8,0,0,90,16,6660,Clouds,overcast clouds,2016/4/18 16:00,
0,294.89,0,0,90,17,6456,Clouds,overcast clouds,2016/4/18 17:00,
0,293.45,0,0,90,18,4757,Rain,light rain,2016/4/18 18:00,
0,291.59,0,0,90,19,3219,Haze,haze,2016/4/18 19:00,
0,290.73,0,0,90,20,2739,Haze,haze,2016/4/18 20:00,
0,288.74,0,0,40,21,2315,Rain,light rain,2016/4/18 21:00,
0,287.51,0,0,1,22,3626,Rain,heavy intensity rain,2016/4/18 22:00,
0,287.51,0,0,1,22,3626,Drizzle,drizzle,2016/4/18 22:00,
0,284.9,0,0,75,23,1644,Rain,moderate rain,2016/4/18 23:00,
0,284.9,0,0,75,23,1644,Drizzle,light intensity drizzle,2016/4/18 23:00,
0,284.09,0,0,90,0,626,Rain,moderate rain,2016/4/19 0:00,
0,284.09,0,0,90,0,626,Drizzle,drizzle,2016/4/19 0:00,
0,283.31,0,0,90,1,338,Rain,light rain,2016/4/19 1:00,
0,283.31,0,0,90,1,338,Drizzle,drizzle,2016/4/19 1:00,
0,282.24,0,0,90,2,267,Rain,moderate rain,2016/4/19 2:00,
0,282.24,0,0,90,2,267,Drizzle,drizzle,2016/4/19 2:00,
0,281.85,0,0,90,3,315,Rain,moderate rain,2016/4/19 3:00,
0,281.85,0,0,90,3,315,Drizzle,drizzle,2016/4/19 3:00,
0,281.85,0,0,90,4,862,Rain,light rain,2016/4/19 4:00,
0,281.85,0,0,90,4,862,Drizzle,drizzle,2016/4/19 4:00,
0,282.35,0.6,0,90,5,2722,Rain,light rain,2016/4/19 5:00,
0,282.35,0.6,0,90,5,2722,Drizzle,light intensity drizzle,2016/4/19 5:00,
0,282.35,0.6,0,90,5,2722,Mist,mist,2016/4/19 5:00,
0,282.3,0,0,90,6,5770,Rain,light rain,2016/4/19 6:00,
0,282.3,0,0,90,6,5770,Drizzle,drizzle,2016/4/19 6:00,
0,282.65,0,0,90,7,6965,Rain,light rain,2016/4/19 7:00,
0,282.87,0,0,90,8,6332,Mist,mist,2016/4/19 8:00,
0,282.87,0,0,90,8,6332,Rain,light rain,2016/4/19 8:00,
0,283.3,0,0,90,9,5582,Drizzle,drizzle,2016/4/19 9:00,
0,283.8,0,0,90,10,4702,Rain,light rain,2016/4/19 10:00,
0,283.8,0,0,90,10,4702,Drizzle,light intensity drizzle,2016/4/19 10:00,
0,284.94,0,0,90,11,5089,Rain,moderate rain,2016/4/19 11:00,
0,285.23,0,0,90,12,5138,Rain,light rain,2016/4/19 12:00,
0,286.01,0,0,90,14,5282,Rain,light rain,2016/4/19 14:00,
0,286.29,0,0,90,15,6082,Rain,light rain,2016/4/19 15:00,
0,286.29,0,0,90,15,6082,Drizzle,light intensity drizzle,2016/4/19 15:00,
0,286.58,0,0,90,16,6899,Rain,light rain,2016/4/19 16:00,
0,286.61,0,0,90,17,6210,Clouds,overcast clouds,2016/4/19 17:00,
0,286.3,0,0,90,18,4746,Clouds,overcast clouds,2016/4/19 18:00,
0,285.73,0,0,90,19,3448,Rain,moderate rain,2016/4/19 19:00,
0,285.46,0,0,90,20,3016,Clouds,overcast clouds,2016/4/19 20:00,
0,284.78,0,0,40,21,2843,Clouds,scattered clouds,2016/4/19 21:00,
0,284.78,0,0,40,22,1777,Clouds,scattered clouds,2016/4/19 22:00,
0,284.4,0,0,75,23,1043,Clouds,broken clouds,2016/4/19 23:00,
0,284.29,0,0,75,0,538,Clouds,broken clouds,2016/4/20 0:00,
0,284.22,0,0,90,1,381,Clouds,overcast clouds,2016/4/20 1:00,
0,284.22,0,0,90,2,275,Clouds,overcast clouds,2016/4/20 2:00,
0,284.29,0,0,75,3,350,Haze,haze,2016/4/20 3:00,
0,284.29,0,0,75,3,350,Mist,mist,2016/4/20 3:00,
0,284.22,0,0,40,4,941,Mist,mist,2016/4/20 4:00,
0,283.86,0,0,75,5,2859,Haze,haze,2016/4/20 5:00,
0,283.86,0,0,75,5,2859,Mist,mist,2016/4/20 5:00,
0,283.79,0,0,90,6,6100,Haze,haze,2016/4/20 6:00,
0,283.79,0,0,90,6,6100,Mist,mist,2016/4/20 6:00,
0,283.77,0,0,90,7,7192,Haze,haze,2016/4/20 7:00,
0,283.77,0,0,90,7,7192,Mist,mist,2016/4/20 7:00,
0,284.08,0,0,90,8,6405,Haze,haze,2016/4/20 8:00,
0,284.08,0,0,90,8,6405,Mist,mist,2016/4/20 8:00,
0,284.34,0,0,90,9,5392,Haze,haze,2016/4/20 9:00,
0,284.34,0,0,90,9,5392,Mist,mist,2016/4/20 9:00,
0,284.93,0,0,90,10,4852,Haze,haze,2016/4/20 10:00,
0,284.93,0,0,90,10,4852,Mist,mist,2016/4/20 10:00,
0,286.42,0,0,90,11,5038,Haze,haze,2016/4/20 11:00,
0,286.42,0,0,90,11,5038,Mist,mist,2016/4/20 11:00,
0,288.02,0,0,75,12,5242,Haze,haze,2016/4/20 12:00,
0,289.8,0,0,75,13,5281,Haze,haze,2016/4/20 13:00,
0,290.72,0,0,40,14,5745,Clouds,scattered clouds,2016/4/20 14:00,
0,291.08,0,0,40,16,6701,Clouds,scattered clouds,2016/4/20 16:00,
0,291.28,0,0,75,17,6574,Rain,light rain,2016/4/20 17:00,
0,291.3,0,0,90,18,4808,Rain,proximity shower rain,2016/4/20 18:00,
0,289.79,0,0,75,19,3634,Rain,proximity shower rain,2016/4/20 19:00,
0,289.79,0,0,75,19,3634,Drizzle,drizzle,2016/4/20 19:00,
0,288.48,0,0,90,20,3223,Rain,moderate rain,2016/4/20 20:00,
0,288.48,0,0,90,20,3223,Drizzle,light intensity drizzle,2016/4/20 20:00,
0,286.86,0,0,75,21,2833,Rain,moderate rain,2016/4/20 21:00,
0,286.86,0,0,75,21,2833,Mist,mist,2016/4/20 21:00,
0,286.36,0,0,90,22,2112,Rain,moderate rain,2016/4/20 22:00,
0,286.36,0,0,90,22,2112,Mist,mist,2016/4/20 22:00,
0,286.36,0,0,90,22,2112,Drizzle,drizzle,2016/4/20 22:00,
0,285.94,0,0,90,23,2910,Rain,moderate rain,2016/4/20 23:00,
0,285.94,0,0,90,23,2910,Mist,mist,2016/4/20 23:00,
0,285.94,0,0,90,23,2910,Drizzle,light intensity drizzle,2016/4/20 23:00,
0,285.81,0,0,90,0,1381,Mist,mist,2016/4/21 0:00,
0,285.81,0,0,90,0,1381,Rain,light rain,2016/4/21 0:00,
0,285.81,0,0,90,0,1381,Drizzle,drizzle,2016/4/21 0:00,
0,285.79,0,0,75,1,417,Rain,moderate rain,2016/4/21 1:00,
0,285.79,0,0,75,1,417,Mist,mist,2016/4/21 1:00,
0,285.51,0,0,90,2,327,Mist,mist,2016/4/21 2:00,
0,285.51,0,0,90,2,327,Rain,light rain,2016/4/21 2:00,
0,285.29,0,0,90,3,338,Mist,mist,2016/4/21 3:00,
0,285.29,0,0,90,3,338,Drizzle,drizzle,2016/4/21 3:00,
0,285.21,0,0,75,4,856,Mist,mist,2016/4/21 4:00,
0,285.21,0,0,75,4,856,Rain,light rain,2016/4/21 4:00,
0,285.21,0,0,75,4,856,Drizzle,drizzle,2016/4/21 4:00,
0,284.71,0,0,90,5,2781,Mist,mist,2016/4/21 5:00,
0,284.71,0,0,90,5,2781,Rain,light rain,2016/4/21 5:00,
0,284.71,0,0,90,5,2781,Drizzle,drizzle,2016/4/21 5:00,
0,284.92,0,0,90,6,5955,Rain,moderate rain,2016/4/21 6:00,
0,284.92,0,0,90,6,5955,Mist,mist,2016/4/21 6:00,
0,284.98,0,0,90,7,7260,Mist,mist,2016/4/21 7:00,
0,284.98,0,0,90,7,7260,Rain,moderate rain,2016/4/21 7:00,
0,285.29,0,0,90,8,6303,Mist,mist,2016/4/21 8:00,
0,285.29,0,0,90,8,6303,Rain,moderate rain,2016/4/21 8:00,
0,285.29,0,0,90,8,6303,Drizzle,light intensity drizzle,2016/4/21 8:00,
0,286.22,0,0,90,9,4648,Rain,moderate rain,2016/4/21 9:00,
0,286.22,0,0,90,9,4648,Mist,mist,2016/4/21 9:00,
0,286.22,0,0,90,10,4734,Rain,moderate rain,2016/4/21 10:00,
0,286.22,0,0,90,10,4734,Mist,mist,2016/4/21 10:00,
0,286.22,0,0,90,10,4734,Drizzle,drizzle,2016/4/21 10:00,
0,285.82,2.4,0,90,11,4884,Rain,moderate rain,2016/4/21 11:00,
0,285.82,2.4,0,90,11,4884,Mist,mist,2016/4/21 11:00,
0,287.111,0,0,92,12,5197,Rain,light rain,2016/4/21 12:00,
0,287.111,0,0,92,13,5106,Rain,light rain,2016/4/21 13:00,
0,289.288,0,0,36,14,5677,Rain,light rain,2016/4/21 14:00,
0,289.288,0,0,36,15,5994,Rain,light rain,2016/4/21 15:00,
0,289.288,0,0,36,16,6864,Rain,light rain,2016/4/21 16:00,
0,286.924,0,0,68,17,6736,Rain,light rain,2016/4/21 17:00,
0,286.924,0,0,68,18,5021,Rain,light rain,2016/4/21 18:00,
0,286.924,0,0,68,19,3962,Rain,light rain,2016/4/21 19:00,
0,283.293,0,0,0,20,3511,Clear,Sky is Clear,2016/4/21 20:00,
0,283.293,0,0,0,21,3166,Clear,Sky is Clear,2016/4/21 21:00,
0,283.293,0,0,0,22,3196,Clear,Sky is Clear,2016/4/21 22:00,
0,279.893,0,0,24,23,2737,Clouds,few clouds,2016/4/21 23:00,
0,284.05,0,0,24,0,983,Clouds,few clouds,2016/4/22 0:00,
0,283.35,0,0,24,1,948,Clouds,few clouds,2016/4/22 1:00,
0,276.542,0,0,0,2,442,Clear,Sky is Clear,2016/4/22 2:00,
0,276.542,0,0,0,3,418,Clear,Sky is Clear,2016/4/22 3:00,
0,276.542,0,0,0,4,921,Clear,Sky is Clear,2016/4/22 4:00,
0,274.954,0,0,0,5,2824,Clear,Sky is Clear,2016/4/22 5:00,
0,274.954,0,0,0,6,6035,Clear,Sky is Clear,2016/4/22 6:00,
0,279.75,0,0,0,7,7241,Clear,Sky is Clear,2016/4/22 7:00,
0,278.952,0,0,0,8,6166,Clear,Sky is Clear,2016/4/22 8:00,
0,278.952,0,0,0,9,5388,Clear,Sky is Clear,2016/4/22 9:00,
0,280.65,0,0,0,10,4993,Clear,Sky is Clear,2016/4/22 10:00,
0,284.811,0,0,0,11,5228,Clear,Sky is Clear,2016/4/22 11:00,
0,282.65,0,0,40,12,5640,Clouds,scattered clouds,2016/4/22 12:00,
0,284.32,0,0,20,13,5521,Clouds,few clouds,2016/4/22 13:00,
0,285.62,0,0,1,14,5816,Clear,sky is clear,2016/4/22 14:00,
0,287.5,0,0,1,16,6604,Clear,sky is clear,2016/4/22 16:00,
0,287.83,0,0,40,18,4910,Clouds,scattered clouds,2016/4/22 18:00,
0,286.6,0,0,1,19,3974,Clear,sky is clear,2016/4/22 19:00,
0,285.34,0,0,1,20,3527,Clear,sky is clear,2016/4/22 20:00,
0,282.63,0,0,1,22,2991,Clear,sky is clear,2016/4/22 22:00,
0,281.03,0,0,1,23,2181,Clear,sky is clear,2016/4/22 23:00,
0,280.33,0,0,1,0,1677,Clear,sky is clear,2016/4/23 0:00,
0,279.31,0,0,1,1,935,Clear,sky is clear,2016/4/23 1:00,
0,278.63,0,0,1,2,736,Clear,sky is clear,2016/4/23 2:00,
0,278.03,0,0,1,3,405,Clear,sky is clear,2016/4/23 3:00,
0,277.86,0,0,1,4,413,Clear,sky is clear,2016/4/23 4:00,
0,277.22,0,0,1,5,745,Clear,sky is clear,2016/4/23 5:00,
0,277.13,0,0,1,6,1442,Clear,sky is clear,2016/4/23 6:00,
0,278.56,0,0,1,7,2202,Clear,sky is clear,2016/4/23 7:00,
0,281.1,0,0,1,8,3497,Clear,sky is clear,2016/4/23 8:00,
0,284.05,0,0,12,9,4366,Clouds,few clouds,2016/4/23 9:00,
0,287.75,0,0,1,10,4482,Clear,sky is clear,2016/4/23 10:00,
0,291.25,0,0,1,12,5285,Clear,sky is clear,2016/4/23 12:00,
0,292.34,0,0,40,13,5057,Clouds,scattered clouds,2016/4/23 13:00,
0,293.17,0,0,1,14,4855,Clear,sky is clear,2016/4/23 14:00,
0,293.19,0,0,75,16,4755,Rain,light rain,2016/4/23 16:00,
0,293.46,0,0,1,17,4687,Rain,moderate rain,2016/4/23 17:00,
0,293.26,0,0,1,18,4444,Clear,sky is clear,2016/4/23 18:00,
0,291.11,0,0,1,20,3340,Thunderstorm,proximity thunderstorm,2016/4/23 20:00,
0,290.2,0,0,1,21,3497,Clear,sky is clear,2016/4/23 21:00,
0,289.31,0,0,1,22,3000,Clear,sky is clear,2016/4/23 22:00,
0,289.33,0,0,1,23,2256,Clear,sky is clear,2016/4/23 23:00,
0,289.23,0,0,40,0,1867,Thunderstorm,thunderstorm,2016/4/24 0:00,
0,288.86,0,0,40,1,1063,Thunderstorm,proximity thunderstorm,2016/4/24 1:00,
0,288.86,0,0,40,1,1063,Drizzle,light intensity drizzle,2016/4/24 1:00,
0,288.35,0,0,1,2,822,Thunderstorm,thunderstorm,2016/4/24 2:00,
0,288.35,0,0,1,2,822,Rain,light rain,2016/4/24 2:00,
0,288.09,0,0,1,3,395,Thunderstorm,proximity thunderstorm,2016/4/24 3:00,
0,288.09,0,0,1,3,395,Rain,moderate rain,2016/4/24 3:00,
0,287.62,0,0,40,4,390,Rain,moderate rain,2016/4/24 4:00,
0,287.3,0,0,1,5,629,Thunderstorm,proximity thunderstorm,2016/4/24 5:00,
0,287.3,0,0,1,5,629,Rain,light rain,2016/4/24 5:00,
0,287.3,0,0,1,5,629,Drizzle,light intensity drizzle,2016/4/24 5:00,
0,285.97,0.64,0,90,6,1180,Rain,light rain,2016/4/24 6:00,
0,285.97,0.64,0,90,6,1180,Thunderstorm,proximity thunderstorm,2016/4/24 6:00,
0,285.57,1.02,0,90,7,1734,Rain,moderate rain,2016/4/24 7:00,
0,285.57,1.02,0,90,7,1734,Thunderstorm,proximity thunderstorm,2016/4/24 7:00,
0,284.58,1.6,0,90,8,2620,Rain,moderate rain,2016/4/24 8:00,
0,284.58,1.6,0,90,8,2620,Thunderstorm,proximity thunderstorm,2016/4/24 8:00,
0,284.58,1.6,0,90,8,2620,Mist,mist,2016/4/24 8:00,
0,284.34,4.06,0,90,9,2907,Rain,heavy intensity rain,2016/4/24 9:00,
0,284.34,4.06,0,90,9,2907,Thunderstorm,thunderstorm with light rain,2016/4/24 9:00,
0,284.34,4.06,0,90,9,2907,Mist,mist,2016/4/24 9:00,
0,284.55,5.21,0,90,10,3494,Rain,heavy intensity rain,2016/4/24 10:00,
0,284.55,5.21,0,90,10,3494,Thunderstorm,proximity thunderstorm,2016/4/24 10:00,
0,284.55,5.21,0,90,10,3494,Mist,mist,2016/4/24 10:00,
0,284.35,1.02,0,90,11,3929,Rain,heavy intensity rain,2016/4/24 11:00,
0,284.35,1.02,0,90,11,3929,Mist,mist,2016/4/24 11:00,
0,284.35,1.02,0,90,11,3929,Thunderstorm,proximity thunderstorm,2016/4/24 11:00,
0,284.35,1.02,0,90,11,3929,Drizzle,light intensity drizzle,2016/4/24 11:00,
0,284.58,1.02,0,90,12,4349,Rain,heavy intensity rain,2016/4/24 12:00,
0,284.58,1.02,0,90,12,4349,Mist,mist,2016/4/24 12:00,
0,284.58,1.02,0,90,12,4349,Drizzle,drizzle,2016/4/24 12:00,
0,285.88,0,0,75,13,4779,Rain,light rain,2016/4/24 13:00,
0,285.88,0,0,75,13,4779,Mist,mist,2016/4/24 13:00,
0,286.28,0,0,75,14,4347,Mist,mist,2016/4/24 14:00,
0,286.28,0,0,75,14,4347,Haze,haze,2016/4/24 14:00,
0,286.28,0,0,75,14,4347,Rain,light rain,2016/4/24 14:00,
0,286.36,0,0,90,15,4087,Rain,moderate rain,2016/4/24 15:00,
0,286.36,0,0,90,15,4087,Mist,mist,2016/4/24 15:00,
0,286.36,0,0,90,15,4087,Drizzle,light intensity drizzle,2016/4/24 15:00,
0,286.46,0.51,0,90,16,4461,Rain,moderate rain,2016/4/24 16:00,
0,286.46,0.51,0,90,16,4461,Mist,mist,2016/4/24 16:00,
0,286.58,0,0,90,17,5823,Mist,mist,2016/4/24 17:00,
0,286.58,0,0,90,17,5823,Drizzle,light intensity drizzle,2016/4/24 17:00,
0,286.58,0,0,90,17,5823,Haze,haze,2016/4/24 17:00,
0,286.58,0,0,90,17,5823,Rain,light rain,2016/4/24 17:00,
0,286.19,0,0,90,19,3260,Mist,mist,2016/4/24 19:00,
0,286.19,0,0,90,19,3260,Rain,light rain,2016/4/24 19:00,
0,286.19,0,0,90,19,3260,Haze,haze,2016/4/24 19:00,
0,285.29,1.02,0,90,20,2577,Rain,moderate rain,2016/4/24 20:00,
0,285.29,1.02,0,90,20,2577,Mist,mist,2016/4/24 20:00,
0,285.29,1.02,0,90,20,2577,Thunderstorm,proximity thunderstorm,2016/4/24 20:00,
0,285.29,1.02,0,90,20,2577,Drizzle,drizzle,2016/4/24 20:00,
0,284.99,1.91,0,90,21,2269,Rain,moderate rain,2016/4/24 21:00,
0,284.99,1.91,0,90,21,2269,Thunderstorm,thunderstorm with heavy rain,2016/4/24 21:00,
0,284.79,1.4,0,75,22,1609,Rain,moderate rain,2016/4/24 22:00,
0,284.79,1.4,0,75,22,1609,Mist,mist,2016/4/24 22:00,
0,284.79,1.4,0,75,22,1609,Thunderstorm,proximity thunderstorm,2016/4/24 22:00,
0,284.49,0.38,0,90,23,966,Rain,light rain,2016/4/24 23:00,
0,284.49,0.38,0,90,23,966,Mist,mist,2016/4/24 23:00,
0,284.49,0.38,0,90,23,966,Drizzle,drizzle,2016/4/24 23:00,
0,284.47,0.25,0,90,0,513,Rain,moderate rain,2016/4/25 0:00,
0,284.47,0.25,0,90,0,513,Mist,mist,2016/4/25 0:00,
0,284.47,0.25,0,90,0,513,Drizzle,light intensity drizzle,2016/4/25 0:00,
0,284.53,3.41,0,90,1,334,Rain,moderate rain,2016/4/25 1:00,
0,284.53,3.41,0,90,1,334,Mist,mist,2016/4/25 1:00,
0,284.71,0,0,90,2,264,Rain,light rain,2016/4/25 2:00,
0,284.71,0,0,90,2,264,Mist,mist,2016/4/25 2:00,
0,284.71,0,0,90,2,264,Drizzle,light intensity drizzle,2016/4/25 2:00,
0,284.65,0,0,90,3,337,Rain,light rain,2016/4/25 3:00,
0,284.65,0,0,90,3,337,Mist,mist,2016/4/25 3:00,
0,284.65,0,0,90,3,337,Drizzle,light intensity drizzle,2016/4/25 3:00,
0,284.41,0.51,0,40,4,830,Rain,light rain,2016/4/25 4:00,
0,284.41,0.51,0,40,4,830,Mist,mist,2016/4/25 4:00,
0,284.41,0.51,0,40,4,830,Drizzle,drizzle,2016/4/25 4:00,
0,284.14,0,0,40,5,2776,Rain,light rain,2016/4/25 5:00,
0,284.14,0,0,40,5,2776,Mist,mist,2016/4/25 5:00,
0,284.14,0,0,40,5,2776,Drizzle,drizzle,2016/4/25 5:00,
